https://www.metmuseum.org/art/collection/search/282,8
https://www.metmuseum.org/art/collection/search/438007,5
https://www.metmuseum.org/art/collection/search/549021,12
https://www.metmuseum.org/art/collection/search/35739,15
https://www.metmuseum.org/art/collection/search/547802,16
https://www.metmuseum.org/art/collection/search/437672,20
https://www.metmuseum.org/art/collection/search/252453,24
https://www.metmuseum.org/art/collection/search/42718,32
https://www.metmuseum.org/art/collection/search/437980,34
https://www.metmuseum.org/art/collection/search/9620,35
https://www.metmuseum.org/art/collection/search/438008,36
https://www.metmuseum.org/art/collection/search/39317,44
https://www.metmuseum.org/art/collection/search/544449,46
https://www.metmuseum.org/art/collection/search/206397,49
https://www.metmuseum.org/art/collection/search/437658,52
https://www.metmuseum.org/art/collection/search/191811,54
https://www.metmuseum.org/art/collection/search/259354,58
https://www.metmuseum.org/art/collection/search/548211,59
https://www.metmuseum.org/art/collection/search/549541,64
https://www.metmuseum.org/art/collection/search/664903,69
https://www.metmuseum.org/art/collection/search/247000,71
https://www.metmuseum.org/art/collection/search/436524,79
https://www.metmuseum.org/art/collection/search/436532,80
https://www.metmuseum.org/art/collection/search/189164,91
https://www.metmuseum.org/art/collection/search/204812,94
https://www.metmuseum.org/art/collection/search/436534,99
https://www.metmuseum.org/art/collection/search/544442,106
https://www.metmuseum.org/art/collection/search/438007,111
https://www.metmuseum.org/art/collection/search/544008,115
https://www.metmuseum.org/art/collection/search/437112,116
https://www.metmuseum.org/art/collection/search/437984,119
https://www.metmuseum.org/art/collection/search/486842,122
https://www.metmuseum.org/art/collection/search/38153,132
https://www.metmuseum.org/art/collection/search/195221,133
https://www.metmuseum.org/art/collection/search/210103,149
https://www.metmuseum.org/art/collection/search/467594,152
https://www.metmuseum.org/art/collection/search/547765,155
https://www.metmuseum.org/art/collection/search/78870,159
https://www.metmuseum.org/art/collection/search/42716,173
https://www.metmuseum.org/art/collection/search/463580,177
https://www.metmuseum.org/art/collection/search/463717,181
https://www.metmuseum.org/art/collection/search/481657,195
https://www.metmuseum.org/art/collection/search/12649,210
https://www.metmuseum.org/art/collection/search/247001,211
https://www.metmuseum.org/art/collection/search/207812,250
https://www.metmuseum.org/art/collection/search/438015,269
https://www.metmuseum.org/art/collection/search/543937,273
https://www.metmuseum.org/art/collection/search/204720,280
https://www.metmuseum.org/art/collection/search/437788,283
https://www.metmuseum.org/art/collection/search/437137,290
https://www.metmuseum.org/art/collection/search/437879,300
https://www.metmuseum.org/art/collection/search/548211,294
https://www.metmuseum.org/art/collection/search/436530,309
https://www.metmuseum.org/art/collection/search/436532,313
https://www.metmuseum.org/art/collection/search/204758,315
